id_empresa,datetime,processo,uso de cpu,uso de gpu,mac_address
1,2025-11-05 21:02:59,bash.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,ms-teams.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,csrss.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,WmiPrvSE.exe,19.2,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedge.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,unsecapp.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Discord.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Code.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Discord.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Widgets.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,conhost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,TextInputHost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Code.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,MSPCManagerCore.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,conhost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,conhost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Notion.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedge.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,conhost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,RtkAudUService64.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Code.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,env.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,DAX3API.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,SecurityHealthSystray.exe,0.0,18.33,f4:6a:dd:7b:03:0d
